Security Name,Cusip,Ticker,Bet Size Ind,Active Bet In/Out Indicator,Total Relative Contribution - Actual,Actual Relative Average Weight,MSCI/S&P Sector
CANADIAN NATL RESOURCES LTD,136385101,CNQ.TO,OVWT0.0TO0.5,OUTBM,1.31453825866274,0.0485589424661703,ENERGY
HDFC BANK LTD SPON ADR,40415F101,HDB,OVWT0.0TO0.5,OUTBM,1.81630738290539,0.135177960294628,FINANCIALS
SIMON PPTY GROUP INC - REIT,828806109,SPG,UNWT-0.5TO0.0,NEGBET,0.682379715442935,-0.147296678761126,REAL ESTATE
VERIZON COMMUNICATIONS INC,92343V104,VZ,UNWT-1.0TO-0.5,NEGBET,0.58449918590269,-0.734698944152429,TELECOMMUNICATION SERVICES
TENCENT HOLDINGS LIMITED,06N996225,*TENCENT,OVWT0.0TO0.5,OUTBM,0.0223702650998601,0.123495275289802,INFORMATION TECHNOLOGY
HALLIBURTON CO,406216101,HAL,UNWT-0.5TO0.0,NEGBET,0.543337531044908,-0.190370930119759,ENERGY
ALPHABET INC,02079K,GOOGL,OVWT3.0,INBM+,1.13821602785649,2.22077255763662,INFORMATION TECHNOLOGY
ELECTRONIC ARTS INC,285512109,EA,OVWT0.5TO1.0,INBM+,1.43224073782208,0.185368925580777,INFORMATION TECHNOLOGY
MARRIOTT INTERNATIONAL INC A,571903202,MAR,OVWT0.0TO0.5,INBM+,1.37856578024878,0.147511736657614,CONSUMER DISCRETIONARY
FORD MOTOR CO,345370860,F,UNWT-0.5TO0.0,NEGBET,0.541911458231889,-0.228319214740666,CONSUMER DISCRETIONARY
PROCTER & GAMBLE CO,742718109,PG,UNWT-1.5TO-1.0,NEGBET,1.01384957876358,-0.756678172766142,ONSUMER STAPLES
GOLDMAN SACHS GROUP INC,38141G104,GS,UNWT-0.5TO0.0,INBM-,1.04570176938619,-0.0855126902706197,FINANCIALS
DEXCOM INC,252131107,DXCM,OVWT0.0TO0.5,OUTBM,0.532923063222257,0.000450831071924126,HEALTH CARE
SAMSUNG ELECTRONICS CO LTD,796110922,*SAMSNG,OVWT0.0TO0.5,OUTBM,0.192011556505816,0.177300092512537,INFORMATION TECHNOLOGY
BIOGEN INC,09062X103,BIIB,UNWT-0.5TO0.0,INBM-,1.13359971627052,-0.137979632961872,HEALTH CARE
EXPRESS SCRIPTS HLDG CO,30219G108,ESRX,UNWT-0.5TO0.0,NEGBET,1.18459480492752,-0.00861602065130401,HEALTH CARE
DELTA AIR INC,247361702,DAL,UNWT-0.5TO0.0,NEGBET,1.35912163770194,-0.0508319112112262,INDUSTRIALS
AMGEN INC,031162100,AMGN,UNWT-0.5TO0.0,INBM-,1.23035137879166,-0.0795239921139162,HEALTH CARE
WALGREENS BOOTS ALLIANCE INC,931427108,WBA,UNWT-0.5TO0.0,NEGBET,0.350864433572429,-0.196865569580429,ONSUMER STAPLES
BB&T CORP,054937107,BBT,UNWT-0.5TO0.0,NEGBET,0.191317396473149,-0.112192433372385,FINANCIALS
VISA INC CL A,92826C839,V,OVWT1.5TO3.0,INBM+,0.885828029610227,0.776537388572393,INFORMATION TECHNOLOGY
EQUIFAX INC,294429105,EFX,OVWT0.0TO0.5,INBM+,0.824197670470723,0.0533061029035427,INDUSTRIALS
PAYPAL HLDGS INC,70450Y103,PYPL,OVWT0.5TO1.0,INBM+,1.06047988827377,0.0274790552185379,INFORMATION TECHNOLOGY
NORFOLK SOUTHERN CORP,655844108,NSC,UNWT-0.5TO0.0,NEGBET,0.966316024151453,-0.150863341841271,INDUSTRIALS
ESTEE LAUDER COS INC CL A,518439104,EL,OVWT0.5TO1.0,INBM+,0.0699309977796906,0.557479952842192,ONSUMER STAPLES
T-MOBILE US INC,872590104,TMUS,OVWT0.0TO0.5,OUTBM,0.259224940218701,0.0925537196063351,TELECOMMUNICATION SERVICES
TAIWAN SEMIC MFG CO LTD SP ADR,874039100,TSM,OVWT0.0TO0.5,OUTBM,0.370186358519629,0.0528556294391813,INFORMATION TECHNOLOGY
MASTERCARD INC CL A,57636Q104,MA,OVWT0.5TO1.0,INBM+,0.519144470634055,0.100879654473948,INFORMATION TECHNOLOGY
SCHLUMBERGER LTD,806857108,SLB,UNWT-0.5TO0.0,INBM-,1.1888444702208,-0.321621827840928,ENERGY
STARBUCKS CORP,855244109,SBUX,OVWT0.5TO1.0,INBM+,1.02878685482925,0.154808402058203,CONSUMER DISCRETIONARY
CATERPILLAR INC,149123101,CAT,UNWT-0.5TO0.0,NEGBET,1.05161040891211,-0.192704329227266,INDUSTRIALS
CVS HEALTH CORP,126650100,CVS,UNWT-0.5TO0.0,NEGBET,1.00851722335572,-0.368352517225794,ONSUMER STAPLES
ALEXION PHARMACEUTICALS INC,015351109,ALXN,UNWT-0.5TO0.0,NEGBET,0.630317600703329,-0.0312976113979928,HEALTH CARE
ALLERGAN PLC,62K993228,AGN,UNWT-0.5TO0.0,NEGBET,0.320119767048158,-0.0579252037212836,HEALTH CARE
KROGER CO,501044101,KR,UNWT-0.5TO0.0,NEGBET,1.05376854249485,-0.133820803330357,ONSUMER STAPLES
AMERICAN AIRLINES GROUP INC,02376R102,AAL,UNWT-0.5TO0.0,NEGBET,0.452849811044519,-0.00492503159051066,INDUSTRIALS
CHEMOURS CO/ THE,163851108,CC,OVWT0.0TO0.5,OUTBM,0.324963240458941,0.0447100928712251,MATERIALS
CISCO SYSTEMS INC,17275R102,CSCO,UNWT-1.0TO-0.5,NEGBET,0.962153007198203,-0.401509607030715,INFORMATION TECHNOLOGY
SUNTRUST BANKS INC,867914103,STI,UNWT-0.5TO0.0,NEGBET,0.42360011649736,-0.132338823941806,FINANCIALS
NVIDIA CORP,67066G104,NVDA,OVWT0.0TO0.5,INBM+,0.903783948734443,0.142131221258917,INFORMATION TECHNOLOGY
TARGET CORP,87612E106,TGT,UNWT-0.5TO0.0,NEGBET,0.578773838269817,-0.0863055890322712,CONSUMER DISCRETIONARY
COACH INC,189754104,COH,OVWT0.0TO0.5,INBM+,0.898484350250349,0.0551954404667997,CONSUMER DISCRETIONARY
BANK OF AMERICA CORPORATION,060505104,BAC,UNWT-0.5TO0.0,INBM-,0.928226646443586,-0.0542091119572786,FINANCIALS
ALIBABA GROUP HLD LTD SPON ADR,01609W102,BABA,OVWT0.0TO0.5,OUTBM,0.609400267458097,0.0465378198922478,INFORMATION TECHNOLOGY
KOTAK MAHINDRA BANK LTD,04J99Y224,*KMB,OVWT0.0TO0.5,OUTBM,0.0281999670285126,0.0764795074326617,FINANCIALS
AT&T INC,00206R102,T,UNWT-1.5TO-1.0,NEGBET,0.584194499123175,-0.600909200122135,TELECOMMUNICATION SERVICES
UNION PACIFIC CORP,907818108,UNP,UNWT-0.5TO0.0,NEGBET,0.308107725340347,-0.316859818634494,INDUSTRIALS
BOSTON SCIENTIFIC CORP,101137107,BSX,OVWT0.5TO1.0,INBM+,0.181065254182737,0.678287427668343,HEALTH CARE
PRUDENTIAL FINANCIAL INC,744320102,PRU,UNWT-0.5TO0.0,NEGBET,0.838789508116695,-0.0368742590919566,FINANCIALS
VORNADO REALTY TRUST,929042109,VNO,UNWT-0.5TO0.0,NEGBET,0.596045978286487,-0.074317600200192,REAL ESTATE
CHIPOTLE MEXICAN GRILL INC,169656105,CMG,OVWT0.0TO0.5,INBM+,0.577089196864595,0.065871476786044,CONSUMER DISCRETIONARY
DIAMONDBACK ENERGY INC,25278X109,FANG,OVWT0.0TO0.5,OUTBM,0.010494664451119,0.202210778089727,ENERGY
SYNCHRONY FINANCIAL,87165B103,SYF,UNWT-0.5TO0.0,NEGBET,0.150796739463437,-0.0304994022834314,FINANCIALS
DISNEY (WALT) CO,254687106,DIS,OVWT0.0TO0.5,INBM+,0.562922903449474,0.228557244431108,CONSUMER DISCRETIONARY
BANK OF IRELAND,46267Q939,*BKIRIR,OVWT0.0TO0.5,OUTBM,0.58259873693125,0.0632863861842766,FINANCIALS
FORTIVE CORP,AGD590000,FTV,OVWT0.0TO0.5,INBM+,0.0305977740274344,0.15711794519025,INDUSTRIALS
FIFTH THIRD BANCORP,316773100,FITB,UNWT-0.5TO0.0,NEGBET,0.399793160067717,-0.0147378182765477,FINANCIALS
AGIOS PHARMACEUTICALS INC,00847X104,AGIO,OVWT0.0TO0.5,OUTBM,0.683850363442272,0.0273951806456091,HEALTH CARE
BOEING CO,097023105,BA,UNWT-0.5TO0.0,INBM-,0.0948611692072281,-0.323347846806113,INDUSTRIALS
CITIZENS FINANCIAL GROUP INC,174610105,CFG,UNWT-0.5TO0.0,INBM-,0.10541990379712,-0.0782035859084301,FINANCIALS
LOGMEIN INC,54142L109,LOGM,OVWT0.0TO0.5,OUTBM,0.335495348686107,0.0695377613325731,INFORMATION TECHNOLOGY
MYLAN NV,74T993224,MYL,UNWT-0.5TO0.0,NEGBET,0.0038141272779054,-0.0754968714201544,HEALTH CARE
L BRANDS INC,501797104,LB,UNWT-0.5TO0.0,NEGBET,0.583544696260725,-0.0263500970693875,CONSUMER DISCRETIONARY
THERMO FISHER SCIENTIFIC INC,883556102,TMO,UNWT-0.5TO0.0,INBM-,0.254547390507279,-0.138869024815436,HEALTH CARE
NEXTERA ENERGY,65339F101,NEE,UNWT-0.5TO0.0,NEGBET,0.356267854010878,-0.259959712414977,UTILITIES
ASML HLDG NV (NY REG SHS) NEW,04599S230,ASML,OVWT0.0TO0.5,OUTBM,0.32668368253159,0.0556632566069392,INFORMATION TECHNOLOGY
SMUCKER (J.M.) CO,832696405,SJM,UNWT-0.5TO0.0,NEGBET,0.55667536190333,-0.0134274824621624,ONSUMER STAPLES
TJX COMPANIES INC NEW,872540109,TJX,OVWT1.0TO1.5,INBM+,0.0862973299141986,0.0193066104981512,CONSUMER DISCRETIONARY
ABBOTT LABORATORIES,002824100,ABT,UNWT-0.5TO0.0,NEGBET,0.124238534219514,-0.000607040789149554,HEALTH CARE
AMERICAN INTERNATIONAL GROUP,026874784,AIG,UNWT-0.5TO0.0,NEGBET,0.115135462804844,-0.165684264751709,FINANCIALS
CAPITAL ONE FINANCIAL CORP,14040H105,COF,UNWT-0.5TO0.0,INBM-,0.195036422533506,-0.0887656905712741,FINANCIALS
PERRIGO CO PLC,65F99L235,PRGO,UNWT-0.5TO0.0,NEGBET,0.491460458982394,-0.00289644167201777,HEALTH CARE
CITRIX SYSTEMS INC,177376100,CTXS,OVWT0.0TO0.5,INBM+,0.495827931302792,0.041281821859608,INFORMATION TECHNOLOGY
BIRCHCLIFF ENERGY LTD NEW,090697,BIR.TO,OVWT0.0TO0.5,OUTBM,0.485561356135862,0.0238510615858279,ENERGY
GILEAD SCIENCES INC,375558103,GILD,UNWT-0.5TO0.0,INBM-,0.307774093829888,-0.070580405230819,HEALTH CARE
LIBERTY MEDIA COR,531229,LSXMA,OVWT0.0TO0.5,OUTBM,0.00901676838922321,0.224226489766846,CONSUMER DISCRETIONARY
ADMIRAL GROUP PLC,09M992229,*ADML,OVWT0.0TO0.5,OUTBM,0.0533207257369929,0.0386201824275384,FINANCIALS
OCCIDENTAL PETROLEUM CORP,674599105,OXY,UNWT-0.5TO0.0,NEGBET,0.227713181398623,-0.0681951726646456,ENERGY
PINTEREST INC 8% PC E P/P,62S99A232,PNT+E.PP,OVWT0.0TO0.5,OUTBM,0.442190177721458,0.188450845662586,INFORMATION TECHNOLOGY
MARUTI SUZUKI INDIA LTD (LOC),12199R221,*MARUTI,OVWT0.0TO0.5,OUTBM,0.111287278755862,0.00357452725511477,CONSUMER DISCRETIONARY
DISCOVER FIN SVCS,254709108,DFS,UNWT-0.5TO0.0,NEGBET,0.225968860313231,-0.00313802793192646,FINANCIALS
KEYCORP,493267108,KEY,UNWT-0.5TO0.0,NEGBET,0.375454592989511,-0.0428835274874101,FINANCIALS
ARCONIC INC,BAJ628000,ARNC,UNWT-0.5TO0.0,NEGBET,0.13457517066642,-0.00536852013289123,INDUSTRIALS
LINCOLN NATIONAL CORP,534187109,LNC,UNWT-0.5TO0.0,NEGBET,0.0926213596958371,-0.0217346911642817,FINANCIALS
RYANAIR HOLDINGS PLC SPON ADR,783513203,RYAAY,OVWT0.0TO0.5,OUTBM,0.331821997245004,0.139510128424731,INDUSTRIALS
SOUTHERN CO,842587107,SO,UNWT-0.5TO0.0,NEGBET,0.359429387103922,-0.230493372552381,UTILITIES
NIELSEN HOLDINGS PLC,77Z990226,NLSN,UNWT-0.5TO0.0,NEGBET,0.213845020881178,-0.0496319690204425,INDUSTRIALS
ENVISION HEALTHCARE CORP,BCB343000,EVHC,UNWT-0.5TO0.0,NEGBET,0.122668927924009,-0.0314519067210016,HEALTH CARE
UNITED CONTINENTAL HLDGS INC,910047109,UAL,UNWT-0.5TO0.0,NEGBET,0.256416192888364,-0.0515240727327264,INDUSTRIALS
CARMAX INC,143130102,KMX,UNWT-0.5TO0.0,NEGBET,0.197883317912289,-0.045151191332837,CONSUMER DISCRETIONARY
PUBLIC STORAGE,74460D109,PSA,UNWT-0.5TO0.0,NEGBET,0.203488038945786,-0.137998050511576,REAL ESTATE
NASPERS LTD N SHS,63199Q226,*NPNA,OVWT0.0TO0.5,OUTBM,0.367732655564851,0.00233378879239569,CONSUMER DISCRETIONARY
GGP INC,370023103,GGP,UNWT-0.5TO0.0,NEGBET,0.277831800074069,-0.0167059591681826,REAL ESTATE
CSX CORP,126408103,CSX,UNWT-0.5TO0.0,INBM-,0.0763252674170283,-0.0172405537837431,INDUSTRIALS
PAYCOM SOFTWARE INC,70432V102,PAYC,OVWT0.0TO0.5,OUTBM,0.327714123821622,0.0552536430967628,INFORMATION TECHNOLOGY
MACYS INC,55616P104,M,UNWT-0.5TO0.0,NEGBET,0.47084234579508,-0.022964688488266,CONSUMER DISCRETIONARY
NITORI HOLDINGS CO LTD,685997934,*NITO,OVWT0.0TO0.5,OUTBM,0.135260802751641,0.052566323216852,CONSUMER DISCRETIONARY
ACACIA COMMUNICATIONS INC,AEJ845000,ACIA,OVWT0.0TO0.5,OUTBM,0.27318637124973,0.017994611650179,INFORMATION TECHNOLOGY
OLLIES BARGAIN OUTLET HOLDINGS,681116109,OLLI,OVWT0.0TO0.5,OUTBM,0.427078886924106,0.0202763128095412,CONSUMER DISCRETIONARY
INTUITIVE SURGICAL INC,46120E602,ISRG,OVWT0.0TO0.5,INBM+,0.0163624690200964,0.109180392302308,HEALTH CARE
KIMCO REALTY CORPORATION,49446R109,KIM,UNWT-0.5TO0.0,NEGBET,0.076259007137292,-0.0354072937969789,REAL ESTATE
NEWELL BRANDS INC,651229106,NWL,UNWT-0.5TO0.0,NEGBET,0.14411017097267,-0.101296977738703,CONSUMER DISCRETIONARY
BOSTON PROPERTIES INC,101121101,BXP,UNWT-0.5TO0.0,NEGBET,0.385950077941232,-0.0746682016956772,REAL ESTATE
SYMANTEC CORP,871503108,SYMC,OVWT0.0TO0.5,INBM+,0.143772350271312,0.0586344968891262,INFORMATION TECHNOLOGY
NOBLE ENERGY INC,655044105,NBL,UNWT-0.5TO0.0,NEGBET,0.164833630684932,-0.0353607047628086,ENERGY
MOLSON COORS BREWING CO B,60871R209,TAP,UNWT-0.5TO0.0,NEGBET,0.112330067803759,-0.0445183350393202,ONSUMER STAPLES
DOLLAR GENERAL CORP,256677105,DG,UNWT-0.5TO0.0,NEGBET,0.415452315084947,-0.0641996757727846,CONSUMER DISCRETIONARY
DEVON ENERGY CORP,25179M103,DVN,UNWT-0.5TO0.0,NEGBET,0.2227376842454,-0.0867471886337813,ENERGY
VAIL RESORTS INC,91879Q109,MTN,OVWT0.0TO0.5,OUTBM,0.108706294058655,0.0158101586265487,CONSUMER DISCRETIONARY
REGIONS FINANCIAL CORP,7591EP100,RF,UNWT-0.5TO0.0,NEGBET,0.349058488944462,-0.0800009033930619,FINANCIALS
WW GRAINGER INC,384802104,GWW,UNWT-0.5TO0.0,NEGBET,0.0981701685399794,-0.0315501725572889,INDUSTRIALS
BRISTOL-MYERS SQUIBB CO,110122108,BMY,UNWT-0.5TO0.0,INBM-,0.142580922582178,-0.064126814569124,HEALTH CARE
MALLINCKRODT PLC,61T99H220,MNK,UNWT-0.5TO0.0,NEGBET,0.276227383665992,-0.00360926926108013,HEALTH CARE
GENERAL MILLS INC,370334104,GIS,UNWT-0.5TO0.0,NEGBET,0.336429996022971,-0.128587574567661,ONSUMER STAPLES
PAYCHEX INC,704326107,PAYX,UNWT-0.5TO0.0,NEGBET,0.2085208030661,-0.00672327681665659,INFORMATION TECHNOLOGY
INTERNATIONAL PAPER CO,460146103,IP,UNWT-0.5TO0.0,NEGBET,0.358331541128504,-0.0566757702446284,MATERIALS
FIDELITY NATL INFORM SVCS INC,31620M106,FIS,UNWT-0.5TO0.0,NEGBET,0.00365849988642678,-0.0271095089850315,INFORMATION TECHNOLOGY
HESS CORP,42809H107,HES,UNWT-0.5TO0.0,NEGBET,0.070895362506858,-0.0205036322412248,ENERGY
AMERICAN EXPRESS CO,025816109,AXP,UNWT-0.5TO0.0,NEGBET,0.253519878017829,-0.218706840165823,FINANCIALS
INTEL CORP,458140100,INTC,UNWT-1.0TO-0.5,NEGBET,0.326203600686766,-0.334479610482139,INFORMATION TECHNOLOGY
MONDELEZ INTERNATIONAL INC,609207105,MDLZ,UNWT-0.5TO0.0,INBM-,0.208966589616529,-0.069279403172926,ONSUMER STAPLES
JPMORGAN CHASE & CO,46625H100,JPM,UNWT-0.5TO0.0,INBM-,0.0880280054462151,-0.0906585946441704,FINANCIALS
TRANSUNION,89400J107,TRU,OVWT0.0TO0.5,OUTBM,0.22634210826119,0.111903677830693,INDUSTRIALS
VALERO ENERGY CORP,91913Y100,VLO,UNWT-0.5TO0.0,NEGBET,0.0238652246601492,-0.119010534402021,ENERGY
COHERENT INC,192479103,COHR,OVWT0.0TO0.5,OUTBM,0.0835542152563758,0.0201050193068153,INFORMATION TECHNOLOGY
VEEVA SYS INC CL A,922475108,VEEV,OVWT0.0TO0.5,OUTBM,0.0173136364408879,0.015415113001454,HEALTH CARE
MSCI INC,55354G100,MSCI,OVWT0.0TO0.5,OUTBM,0.290228727204088,0.133467380574476,FINANCIALS
CHARTER COMMUNICATIONS INC A,AFE394000,CHTR,OVWT0.0TO0.5,INBM+,0.132374670964745,0.221108794608474,CONSUMER DISCRETIONARY
ENCANA CORP,292505104,ECA.TO,OVWT0.0TO0.5,OUTBM,0.354565512116452,0.0530718217510436,ENERGY
HUNTINGTON BANCSHARES INC,446150104,HBAN,UNWT-0.5TO0.0,NEGBET,0.175300908552234,-0.0524858958056786,FINANCIALS
FRANCO-NEVADA CORP (CANA),351858105,FNV.TO,OVWT0.0TO0.5,OUTBM,0.00535471013406184,0.0732070566791019,MATERIALS
LKQ CORP,501889208,LKQ,UNWT-0.5TO0.0,NEGBET,0.192981403270277,-0.0191687193222002,CONSUMER DISCRETIONARY
HCP INC REIT,40414L109,HCP,UNWT-0.5TO0.0,NEGBET,0.135810777643194,-0.0159223397074113,REAL ESTATE
NINTENDO CO LTD,654439991,*NINT,OVWT0.0TO0.5,OUTBM,0.0527736229400427,0.00222588429393033,INFORMATION TECHNOLOGY
MOSAIC CO NEW,61945C103,MOS,UNWT-0.5TO0.0,NEGBET,0.259440906554168,-0.0448767334082121,MATERIALS
EXELON CORP,30161N101,EXC,UNWT-0.5TO0.0,NEGBET,0.0655125633807897,-0.0976075461284139,UTILITIES
ALASKA AIR GROUP INC,011659109,ALK,UNWT-0.5TO0.0,NEGBET,0.242610270639189,-0.00857370840886965,INDUSTRIALS
METTLER-TOLEDO INTL INC,592688105,MTD,OVWT0.5TO1.0,INBM+,0.169426835729384,0.644343355570545,HEALTH CARE
INTUIT INC,461202103,INTU,UNWT-0.5TO0.0,INBM-,0.103948216221769,-0.0349484920414955,INFORMATION TECHNOLOGY
NEWMONT MINING CORP,651639106,NEM,UNWT-0.5TO0.0,NEGBET,0.0511027193537129,-0.0537973482568776,MATERIALS
CIGNA CORP,125509109,CI,UNWT-0.5TO0.0,NEGBET,0.296649735667117,-0.103704318913278,HEALTH CARE
TRANSDIGM GROUP INC,893641100,TDG,UNWT-0.5TO0.0,INBM-,0.00858089918000261,-0.0237087434461714,INDUSTRIALS
INVESCO LTD,17P997228,IVZ,UNWT-0.5TO0.0,NEGBET,0.207398483743166,-0.0362791837928633,FINANCIALS
PUBLIC SVC ENTERPRISE GRP INC,744573106,PEG,UNWT-0.5TO0.0,NEGBET,0.0200020154499852,-0.0866143763827529,UTILITIES
PENUMBRA INC,70975L107,PEN,OVWT0.0TO0.5,OUTBM,0.286888773382427,0.0283101811263367,HEALTH CARE
PRICE (T ROWE)GROUP INC,74144T108,TROW,UNWT-0.5TO0.0,NEGBET,0.110006060332269,-0.0768922309532288,FINANCIALS
ADVANCE AUTO PARTS INC,00751Y106,AAP,UNWT-0.5TO0.0,NEGBET,0.263411461484602,-0.0290666250300001,CONSUMER DISCRETIONARY
CORNING INC,219350105,GLW,UNWT-0.5TO0.0,NEGBET,0.0280213266920281,-0.0749944143247622,INFORMATION TECHNOLOGY
IHS MARKIT LTD,68G993220,INFO,OVWT0.0TO0.5,OUTBM,0.0495944538085108,0.00134441740063242,INDUSTRIALS
ZIONS BANCORP,989701107,ZION,UNWT-0.5TO0.0,NEGBET,0.257829552082807,-0.00315698740797346,FINANCIALS
SNAP INC SER F PC PP,74R99U234,SNAP+FPP,OVWT0.0TO0.5,OUTBM,0.292305425489644,0.000284123288588679,INFORMATION TECHNOLOGY
SHOPIFY INC CL A,82509L107,SHOP.TO,OVWT0.0TO0.5,OUTBM,0.118812533028051,0.00901091003342225,INFORMATION TECHNOLOGY
ULTIMATE SOFTWARE GROUP INC,90385D107,ULTI,OVWT0.0TO0.5,OUTBM,0.113686081269903,0.32491276999808,INFORMATION TECHNOLOGY
LAUREATE EDUCATION INC CL A,BDE815000,LAUR,OVWT0.0TO0.5,OUTBM,0.259304026108606,0.0241107319585973,CONSUMER DISCRETIONARY
ARCHER DANIELS MIDLAND CO,039483102,ADM,UNWT-0.5TO0.0,NEGBET,0.168322600391702,-0.11152156588454,ONSUMER STAPLES
SL GREEN REALTY CORP REIT,78440X101,SLG,UNWT-0.5TO0.0,NEGBET,0.000985135058815455,-0.0508355731215945,REAL ESTATE
SEALED AIR CORP,81211K100,SEE,UNWT-0.5TO0.0,NEGBET,0.0818599312452895,-0.0181612709668549,MATERIALS
TRANSOCEAN LTD (USA),66599T229,RIG,UNWT-0.5TO0.0,NEGBET,0.137530100364267,-0.0107215116091246,ENERGY
YUM BRANDS INC,988498101,YUM,UNWT-0.5TO0.0,NEGBET,0.111585011363686,-0.0622273718411736,CONSUMER DISCRETIONARY
AMERISOURCEBERGEN CORP,03073E105,ABC,UNWT-0.5TO0.0,NEGBET,0.041880499999913,-0.0560527487993949,HEALTH CARE
AKAMAI TECHNOLOGIES INC,00971T101,AKAM,UNWT-0.5TO0.0,NEGBET,0.0144974299526819,-0.0308979006337921,INFORMATION TECHNOLOGY
EXTRA SPACE STORAGE INC,30225T102,EXR,UNWT-0.5TO0.0,NEGBET,0.104135159696383,-0.0230492975405559,REAL ESTATE
HUMANA INC,444859102,HUM,UNWT-0.5TO0.0,INBM-,0.12552363168007,-0.0871320255852896,HEALTH CARE
SEAGATE TECHNOLOGY,33199G221,STX,UNWT-0.5TO0.0,NEGBET,0.0853274638321785,-0.0506750220789325,INFORMATION TECHNOLOGY
TESORO CORP,881609101,TSO,UNWT-0.5TO0.0,NEGBET,0.00533481234568446,-0.0150403770195221,ENERGY
SCANA CORP,80589M102,SCG,UNWT-0.5TO0.0,NEGBET,0.0435498510581252,-0.0327164154537818,UTILITIES
CF INDUSTRIES HOLDINGS INC,125269100,CF,UNWT-0.5TO0.0,NEGBET,0.00164596617693808,-8.9390583509017e-05,MATERIALS
WHIRLPOOL CORP,963320106,WHR,UNWT-0.5TO0.0,NEGBET,0.0538824217354818,-0.0160992478723802,CONSUMER DISCRETIONARY
AETNA INC,00817Y108,AET,UNWT-0.5TO0.0,NEGBET,0.0536534795653319,-0.0798745423856456,HEALTH CARE
KWEICHOW MOUTAI CO LTD A,00T993237,*KWMCLA,OVWT0.0TO0.5,OUTBM,0.0240619417382743,0.0195138789815022,ONSUMER STAPLES
APACHE CORP,037411105,APA,UNWT-0.5TO0.0,NEGBET,0.0700020163627317,-0.0741722173628857,ENERGY
TIME WARNER INC,887317303,TWX,UNWT-0.5TO0.0,NEGBET,0.0881664740416164,-0.0596842332368034,CONSUMER DISCRETIONARY
WEIGHT WATCHERS INTL INC,948626106,WTW,OVWT0.0TO0.5,OUTBM,0.157920394592761,0.0186773441019436,CONSUMER DISCRETIONARY
UNUM GROUP,91529Y106,UNM,UNWT-0.5TO0.0,NEGBET,0.101981025096973,-0.0484845570167841,FINANCIALS
